Gender,Age,toxicity
male,26,0.0006065195193514
other,22,0.0004361062892712
other,21,0.0091467155143618
other,12,0.0006539089954458
male,26,0.0008541017305105
other,12,0.0034228374715894
other,21,0.0009019038407132
other,20,0.0005400442751124
other,20,0.0005969830672256
other,20,0.0004023076617158
male,23,0.0027440730482339
male,23,0.0022067839745432
other,23,0.0006366840680129
male,40,0.0005671816179528
female,27,0.0017931661568582
other,23,0.0010829922975972
male,40,0.0004736564878839
other,13,0.001817048760131
other,21,0.0006431680521927
male,44,0.0004768521175719
other,27,0.0010815560817718
other,23,0.0142270661890506
male,21,0.0005312609719112
female,19,0.0008560213027521
male,21,0.0007596127106808
other,12,0.0015712759923189
other,20,0.000628852052614
other,20,0.001796368160285
other,12,0.0013820298481732
male,44,0.0015692001907154
other,28,0.0004503705131355
female,21,0.0008280854672193
male,25,0.001096746767871
other,18,0.0045606358908116
other,12,0.0005596120026893
other,21,0.0117884529754519
other,21,0.0224789418280124
male,57,0.0006494193221442
male,46,0.0004133037000428
male,30,0.0017164814053103
other,23,0.0005612117238342
other,20,0.0004447815008461
female,21,0.00400160998106
other,22,0.0006433725357055
other,22,0.0015178394969552
other,19,0.000937323551625
male,40,0.0004126263665966
other,18,0.000558498839382
other,30,0.0003922913165297
other,30,0.0005416942294687
male,21,0.0004582460678648
other,19,0.0024110337253659
male,30,0.0028935307636857
male,21,0.0004810422251466
other,24,0.0004154989146627
other,24,0.0016737267142161
other,19,0.0004041045904159
female,12,0.014583901502192
male,12,0.0011367574334144
other,20,0.0009248335845768
male,36,0.0004432585847098
other,19,0.0031396211124956
other,21,0.0006368621834553
other,24,0.000640885089524
female,21,0.0016301615396514
male,44,0.0025313484948128
male,45,0.000394109491026
other,25,0.0003887005441356
male,45,0.0004961449303664
male,22,0.002613894175738
male,21,0.0005659390590153
other,12,0.0035252319648861
female,38,0.0011126036988571
female,21,0.0016943379305303
other,19,0.0027312615420669
other,20,0.0004816088476218
female,20,0.0004651050840038
other,19,0.0004406322841532
male,21,0.0006920514861121
other,42,0.0004749604559037
other,23,0.0129730543121695
female,20,0.0004451755376067
other,12,0.0062435781583189
female,42,0.0043265321291983
other,19,0.0005766765680164
female,22,0.0004068741982337
male,55,0.0013762559974566
other,16,0.0007262151339091
other,28,0.0086912922561168
other,19,0.0005076162051409
other,42,0.0008549885242246
other,19,0.0006376413512043
male,69,0.0008914897334761
other,20,0.0120480563491582
male,19,0.00080509489635
other,26,0.0193445887416601
male,44,0.0282069537788629
female,19,0.0004127831489313
other,19,0.0004101973318029
male,21,0.0031034520361572
female,38,0.0004023275687359
male,21,0.0003997262392658
male,40,0.000387244974263
other,12,0.005006534513086
male,40,0.0003890139632858
male,40,0.0006114093703217
male,21,0.0003999099717475
other,40,0.0005972616490907
male,21,0.0003976607404183
other,19,0.0005090112099424
other,12,0.0007979863439686
male,30,0.0004454684385564
other,52,0.0033086242619901
male,26,0.0004374155250843
male,63,0.0004777454596478
female,21,0.0014237135183066
other,12,0.0015443454030901
male,26,0.0005935658700764
other,18,0.0005834099720232
male,44,0.0004381620674394
male,20,0.0004415371222421
other,13,0.0005480149411596
other,22,0.0007611140608787
male,40,0.0039914362132549
male,63,0.0006836499087512
other,23,0.0004343194596003
other,17,0.0007355332490988
female,22,0.001192835625261
other,18,0.0008956519304774
other,23,0.0007904066005721
other,44,0.0009404849261045
other,31,0.0015106739010661
male,12,0.0012024232419207
male,17,0.007412870414555
other,42,0.0009993897983804
other,24,0.000751101586502
other,20,0.0048574614338576
male,40,0.0004922118969261
male,25,0.0012793684145435
other,12,0.0009812372736632
male,44,0.000435827038018
other,25,0.0005984810995869
other,22,0.0020641349256038
male,45,0.0004223206487949
other,42,0.0005198258440941
other,18,0.0005801937077194
male,63,0.012867271900177
other,20,0.007196145132184
female,21,0.0054522398859262
male,41,0.0022872753906995
male,21,0.0005195029079914
male,19,0.0012826162856072
male,44,0.000464863522211
other,21,0.00097240076866
other,28,0.0011328025721013
other,39,0.0013964003883302
other,18,0.0004947987035848
other,25,0.004529807716608
other,32,0.0010319625725969
female,21,0.0023406189866364
other,12,0.0006493617547675
other,19,0.0004098963690921
other,24,0.0010410124668851
other,22,0.0004515720356721
female,21,0.0012089486699551
other,19,0.0010484602535143
other,22,0.0004675390373449
female,22,0.0023428748827427
other,20,0.0005166520713828
female,21,0.0012840733397752
other,52,0.0007487450493499
other,26,0.0046494728885591
other,20,0.0004471127176657
male,21,0.0004949324065819
other,20,0.008107672445476
male,26,0.0004407932283356
other,20,0.0011010691523551
other,63,0.0012041562004014
male,44,0.0004768521175719
other,19,0.0004197559028398
male,33,0.0007647914462722
male,44,0.0004547843127511
female,38,0.0004751646483782
other,23,0.0142527427524328
other,18,0.000845531350933
other,12,0.0007571558235213
male,36,0.0004326991329435
female,21,0.0028802824672311
male,21,0.0006663745152764
male,23,0.006497448310256
male,21,0.0016154289478436
other,29,0.0003924818884115
other,21,0.0019926102831959
female,38,0.0008845494594424
other,19,0.0004847439413424
other,12,0.0038383170031011
other,21,0.0022118357010185
male,21,0.0063705001957714
male,21,0.0013966689584776
other,20,0.0004159669624641
other,23,0.0008521666750311
male,28,0.0010523329256102
other,23,0.0004246572498232
male,21,0.0153750544413924
other,21,0.0045965919271111
other,19,0.0031399915460497
other,63,0.0004432222631294
other,13,0.0006893020472489
other,19,0.0015410968335345
male,12,0.0010944897076115
other,23,0.000417534232838
male,30,0.0004120949015486
male,21,0.0005009063170291
male,44,0.0004845854709856
other,22,0.0023754371795803
other,12,0.0005243516061455
male,38,0.0012353737838566
other,20,0.000950340530835
other,17,0.0006008821655996
other,20,0.0008500422700308
other,25,0.0006202038493938
other,21,0.0074207722209393
other,23,0.0003915280394721
male,30,0.0007675293600186
male,40,0.000721160962712
other,22,0.0004108843859285
other,21,0.0009488617652095
female,21,0.0004740275617223
other,40,0.0011825788533315
other,15,0.0006724396371282
other,22,0.0007238859543576
other,20,0.0059574418701231
other,20,0.0026692943647503
other,75,0.0004113885806873
other,42,0.000826745876111
male,21,0.0023476053029298
other,63,0.0006425559404306
other,25,0.0006657324265688
female,12,0.0007363355252891
male,30,0.0005154164973646
other,21,0.0012230345746502
female,21,0.0032843467779457
other,23,0.0011093287030234
male,44,0.0006188658881001
other,19,0.0018147962400689
other,12,0.0004805451899301
other,19,0.0004408251552376
male,12,0.0014374391175806
other,22,0.0004556421772576
other,29,0.0152947446331381
male,21,0.0011236678110435
other,22,0.0037348859477788
other,20,0.0020710160024464
female,21,0.0019628072623163
other,18,0.0008553494699299
female,18,0.0098077515140175
other,21,0.0006073290714994
male,36,0.0004082003142684
male,30,0.0004748642386402
male,44,0.0004845854709856
other,18,0.0007461619097739
female,12,0.0009807625319808
other,21,0.0006354437209665
other,12,0.001180853229016
male,54,0.0004219709080643
female,38,0.0003952533006668
other,12,0.0022566025145351
female,22,0.0014749875990673
other,18,0.0059735109098255
other,12,0.0019577508792281
other,21,0.0010772731620818
other,17,0.0012237721821293
other,21,0.0087348539382219
other,12,0.0065516922622919
other,20,0.0004394372517708
male,26,0.0006520001334138
male,24,0.0200155675411224
other,26,0.0013771567028015
other,25,0.0004280366119928
other,25,0.0010382442269474
female,39,0.004322619177401
other,20,0.0020292026456445
male,32,0.0007513088639825
male,63,0.0004073101736139
female,22,0.0004617376544047
female,18,0.0034848975483328
other,13,0.0028309717308729
other,19,0.0009811755735427
female,55,0.000553430756554
other,23,0.0076589058153331
female,22,0.0004510648723226
male,30,0.0018727685092017
other,21,0.0004404930514283
male,44,0.0012721136445179
other,12,0.0007789232186041
other,19,0.0005588716012425
male,30,0.0007641372503712
other,37,0.0004079181235283
other,32,0.0006944258930161
other,22,0.0018020356073975
other,27,0.0007934394525364
male,23,0.0004524062387645
other,20,0.0126556865870952
male,21,0.0056710559874773
other,23,0.0008247889345511
male,23,0.0010573233012109
other,13,0.0004695667885243
male,21,0.0005016687209717
other,12,0.0014607335906475
male,44,0.0009893337264657
other,15,0.000641560414806
male,61,0.0004235244705341
male,44,0.0004882315988652
other,19,0.0004479868803173
male,31,0.0008892178884707
other,19,0.0009488156065344
male,25,0.0013931334251537
female,39,0.0007779422448948
other,36,0.0005821479717269
female,34,0.0056774830445647
other,23,0.0004667946777772
other,24,0.0013992870226502
other,24,0.0012006040196865
other,22,0.0012455763062462
other,33,0.0029933655168861
other,23,0.0010997991776093
other,19,0.0006724396371282
male,21,0.0022031895350664
other,21,0.0003992540005128
other,58,0.0004628468304872
male,44,0.0011998323025181
other,20,0.0003979451721534
male,21,0.0072679091244935
other,19,0.0140245454385876
other,12,0.0010296783875674
other,21,0.0011227598879486
female,38,0.0020574950613081
other,19,0.0010755909606814
other,19,0.0038141154218465
other,24,0.0004319711006246
other,25,0.0007156661013141
male,23,0.0007566440617665
other,20,0.0005488159949891
other,27,0.0014810890424996
other,19,0.0026652542874217
other,32,0.0008644228801131
male,46,0.009595756419003
other,22,0.0057068271562457
other,22,0.0021071094088256
other,21,0.0012327319709584
other,50,0.0004340684390626
male,54,0.0004265992902219
other,21,0.0147887971252202
male,21,0.0005973592633381
other,42,0.0006921787862665
other,21,0.0069147460162639
female,20,0.000541245972272
male,29,0.0004518260830081
male,30,0.0013919074553996
other,12,0.0017906789435073
male,44,0.0006469353684224
other,20,0.0011274403659626
other,19,0.0023226023185998
female,21,0.0014342722715809
female,23,0.0004339265287853
other,12,0.0055450215004384
male,45,0.0008595334365963
female,22,0.0011787371477112
other,18,0.0006640712963417
other,35,0.0097626112401485
other,12,0.0008411044836975
male,44,0.0037575068417936
male,40,0.0005272466805763
male,21,0.0004842788621317
other,22,0.0005811944138258
other,21,0.0004117727221455
other,23,0.0012196282623335
other,12,0.0004631835909094
female,44,0.0015745816053822
female,19,0.0004337050777394
other,20,0.0013253196375444
male,21,0.0006136171869002
other,44,0.0013472435530275
other,12,0.0005788738490082
other,21,0.0014213712420314
other,25,0.0011878319783136
other,20,0.0004664825974032
male,24,0.0167521946132183
other,18,0.0009476357372477
other,27,0.0006382347783073
female,22,0.0043592127040028
other,19,0.0004844369832426
other,20,0.0004970732261426
other,22,0.0006908673094585
other,23,0.0004285690083634
other,54,0.0005231108516454
other,26,0.0016430949326604
male,25,0.0116629553958773
male,21,0.0007657774258404
other,12,0.0008511806372553
male,21,0.0009653901797719
other,20,0.0004268217890057
other,18,0.0014703324995934
other,21,0.0009892615489661
male,20,0.0004532107559498
other,58,0.0009193867444992
male,26,0.0004068412235938
other,21,0.0009635353926569
other,23,0.0004696502292063
other,25,0.0008685584180057
female,39,0.0005453993217088
other,18,0.0005540818092413
male,23,0.0008114776574075
other,20,0.0010753880487754
female,21,0.0004041301726829
male,44,0.0004308908828534
other,23,0.0113791832700371
male,29,0.0007301553850993
male,22,0.0009099307353608
other,34,0.0009869133355095
female,22,0.0071972142904996
other,22,0.0082434620708227
other,12,0.0008022257825359
other,19,0.0006824748707003
male,24,0.0162005983293056
male,44,0.000501412723679
other,20,0.0080750668421387
other,24,0.0003980694455094
male,69,0.0004470015119295
female,39,0.002360354643315
other,17,0.0004277953412383
other,21,0.0017673250986263
other,26,0.0007395753636956
other,21,0.0006219394272193
female,38,0.0004391543916426
male,44,0.0006188658881001
other,24,0.0005384709220379
other,19,0.0004403723869472
female,19,0.0015244394307956
other,20,0.001812984002754
other,63,0.0004203192656859
other,13,0.0005308365216478
male,44,0.0004308908828534
male,20,0.0005042359698563
other,12,0.0007849337416701
other,52,0.0003891141095664
female,12,0.0005017294315621
female,21,0.0003872111847158
other,21,0.0003879745781887
male,20,0.0005259406752884
male,33,0.0004772186221089
other,12,0.0006829450139775
male,29,0.0020210882648825
other,19,0.0046108718961477
male,44,0.0027768868021667
male,22,0.0050105885602533
other,21,0.0020812754519283
other,25,0.0100494371727108
other,20,0.0006244506221264
other,18,0.00062721647555
other,12,0.0066301901824772
other,23,0.0004545864649116
other,28,0.0012480565346777
male,36,0.0004438342293724
other,23,0.0255582649260759
other,12,0.0006817257381044
male,43,0.0028512189164757
other,13,0.0012652954319491
male,22,0.0007537100464105
male,23,0.0006177132599987
other,20,0.0004121320089325
male,54,0.0004068877606187
female,23,0.0004569823504425
female,19,0.0012956180144101
other,22,0.0006463597528636
male,23,0.0003878697170875
other,19,0.001601563533768
other,21,0.0147785674780607
other,19,0.0006694445619359
male,45,0.002741725416854
other,17,0.0222242977470159
male,21,0.0004822280898224
male,21,0.0004239231348037
male,45,0.0011982665164396
other,20,0.0005183390458114
female,13,0.0004309155337978
other,20,0.0007572114118374
male,36,0.0004826987860724
other,44,0.001557721523568
male,19,0.0007808435475453
other,18,0.0010650855256244
other,19,0.0006660615326836
other,21,0.0013447777600958
other,12,0.0010145463747903
male,43,0.0015578557504341
other,18,0.0004544959228951
other,21,0.0013447777600958
male,20,0.0004765994381159
male,20,0.0007166966679506
male,25,0.0010665226727724
male,44,0.0011657635914161
other,25,0.0006357196834869
male,40,0.0004237536340951
other,12,0.0006564125651493
male,45,0.0010409634560346
other,18,0.0004751617088913
other,12,0.0060747466050088
other,19,0.0006358596147038
male,24,0.0009088983642868
other,20,0.0022530988790094
other,37,0.0020989237818866
male,21,0.0055965390056371
male,30,0.0006521850009448
female,52,0.0004752120003104
other,20,0.0006513132248073
other,20,0.0005941680865362
female,42,0.0046576429158449
other,17,0.0030456059612333
male,23,0.001542353304103
other,32,0.0009020078578032
male,45,0.0006661764346063
other,20,0.0006223426316864
male,45,0.0008873618207871
other,18,0.0038356324657797
male,21,0.0009868061169981
other,18,0.0032404758967459
female,21,0.0004977415082976
female,20,0.0206228625029325
male,45,0.0023792369756847
male,21,0.0004285614413674
other,43,0.0239542908966541
other,20,0.000468431651825
other,28,0.0006656816694885
other,21,0.0027231937274336
other,21,0.0006082576583139
other,23,0.000476529734442
male,21,0.0024215851444751
other,20,0.000392857735278
female,12,0.0026165782473981
male,20,0.0004103011742699
other,20,0.0004606361908372
other,21,0.00118280260358
male,24,0.0004206541925668
other,50,0.0004777903377544
other,24,0.0090426122769713
other,37,0.0008750636479817
other,12,0.0005458475789055
other,18,0.0041828518733382
male,26,0.0005014794296585
other,12,0.0034907809458673
other,23,0.0005252380506135
other,22,0.0207189563661813
other,12,0.0006151188281364
other,31,0.000543960428331
male,30,0.0004343314503785
other,19,0.0012097457656636
male,44,0.0012721136445179
male,23,0.0005845304112881
male,31,0.000649620196782
male,44,0.0009350703912787
other,21,0.0005168177885934
male,30,0.00044529204024
other,44,0.0003884123289026
other,20,0.0012020607246086
other,21,0.0017375263851135
male,44,0.0004086880071554
other,24,0.0006765227299183
other,23,0.0005371361039578
female,16,0.0007985332631506
male,45,0.0008802878437563
other,20,0.0005150866927579
female,20,0.0025064465589821
male,44,0.0005541169666685
male,73,0.000876233796589
female,47,0.0009226173860952
other,20,0.0009237613994628
other,22,0.0006158996256999
other,19,0.0006497969734482
male,26,0.0004251996288076
other,19,0.0038090837188065
other,12,0.0005212026298977
female,42,0.000750953098759
other,19,0.0010498235933482
other,21,0.0029021627269685
male,31,0.0010156342759728
male,22,0.0101402848958969
female,22,0.0007489520357921
female,38,0.0006587234674952
male,44,0.0013506319373846
male,45,0.0043385657481849
female,19,0.0008055798825807
female,21,0.002406929153949
male,33,0.0004225308366585
female,21,0.0010654913494363
female,22,0.0004930364666506
other,22,0.0182379446923732
other,19,0.00095770356711
other,15,0.0027721121441572
male,24,0.0005399215151555
male,45,0.0006767419399693
other,20,0.0038550321478396
female,16,0.0059680095873773
male,21,0.0005072805215604
other,21,0.000523425580468
other,42,0.0013746748445555
other,19,0.0097520379349589
other,23,0.0007315734401345
male,44,0.0009528737864457
female,22,0.0036460978444665
other,21,0.0005188224604353
male,21,0.0017681538593024
other,29,0.0011657136492431
other,18,0.0005826433771289
other,44,0.0008220819872803
other,20,0.0010569747537374
male,25,0.0005429824232123
other,22,0.0004748606297653
other,22,0.001937796594575
other,21,0.0017560431733727
male,26,0.0004831395344808
other,22,0.0267092455178499
other,39,0.000745270110201
other,26,0.0004774880071636
other,21,0.0004780135350301
other,21,0.0005207993672229
other,21,0.0016564108664169
other,19,0.0005868305452167
male,21,0.0010921759530901
male,20,0.0004531930608209
other,24,0.0100239804014563
male,57,0.0005440475651994
female,38,0.0036239265464246
female,19,0.000782634015195
other,20,0.0006404024315997
female,20,0.0045390995219349
other,22,0.0024257311597466
male,40,0.0004337712016422
other,22,0.0008035612409003
other,28,0.0004110959416721
other,20,0.002616043202579
other,35,0.0010501001961529
female,42,0.0005427948781289
male,25,0.0005063206772319
male,21,0.000416231516283
male,30,0.0007937753107398
other,19,0.0004784657794516
other,20,0.0011983156437054
male,12,0.0008080343250185
male,24,0.0004354084376245
female,21,0.0005070161423645
female,12,0.0055193570442497
other,12,0.0008749206317588
other,19,0.0009177225874736
other,22,0.0025249428581446
other,24,0.0009584950166754
other,20,0.0004538380308076
male,63,0.0179173778742551
other,13,0.0006364841246977
male,12,0.0026050305459648
female,46,0.0011310492409393
male,32,0.0022575540933758
male,30,0.0004635497753042
other,18,0.0069301044568419
other,49,0.0003882305754814
other,25,0.0010762406745925
female,61,0.0005604061880148
male,46,0.0005096641834825
other,52,0.0005050948238931
other,48,0.0014845513505861
other,24,0.0004587854200508
male,22,0.0006452776724472
other,12,0.0056164185516536
other,22,0.000468030833872
other,19,0.0006799047696404
male,30,0.0004636693047359
male,21,0.0017936595249921
male,44,0.0005467898445203
other,52,0.0004702245059888
other,31,0.0003905675548594
other,21,0.0006073534023016
other,17,0.0013283885782584
male,21,0.0005843897233717
other,20,0.0042651002295315
other,13,0.0006577216554433
male,24,0.0013382106553763
male,24,0.001397814718075
other,20,0.0004439713375177
other,25,0.0004733202804345
other,29,0.0023031432647258
male,40,0.0004844990908168
other,19,0.0068744895979762
other,29,0.0006850936333648
female,19,0.0011222818866372
male,30,0.0005388362333178
male,54,0.0004794745473191
male,22,0.0010462251957505
female,55,0.0196416769176721
male,22,0.0026064459234476
male,44,0.0005605370970442
other,23,0.0010018970351666
female,19,0.0007346498896367
male,20,0.0018383485730737
female,38,0.0004371416289359
female,19,0.0014015630586072
male,36,0.0004720942233689
other,21,0.0210369732230901
other,19,0.0006060425075702
male,33,0.0003997214953415
other,63,0.0004202763957437
other,28,0.0005182007444091
female,38,0.0012308529112488
male,44,0.0004882315988652
other,28,0.0004952634917572
male,26,0.0005892803892493
male,21,0.0028997254557907
other,19,0.0044849491678178
male,21,0.0005698049790225
male,63,0.0004548220604192
other,21,0.0008005217532627
male,30,0.0013456265442073
male,21,0.0007074198219925
other,44,0.0006612659199163
male,21,0.0007856045849621
male,21,0.0015988850500434
male,44,0.0006401714636012
male,21,0.0028833530377596
female,22,0.0004729123611468
other,12,0.0007670862250961
female,61,0.0027740057557821
other,40,0.0005854004411958
other,16,0.0006602847715839
other,25,0.0004860598419327
male,34,0.0004388158267829
male,22,0.0008555777021683
other,18,0.0009229932911694
male,44,0.0005386395496316
other,12,0.000892661861144
other,26,0.0017520806286484
other,19,0.001773880328983
other,24,0.0005423516849987
other,22,0.0092962440103292
other,22,0.0004977751523256
female,61,0.0008442859398201
other,21,0.0053499150089919
other,22,0.0004827211087103
other,18,0.0016210003523156
other,42,0.0023047612048685
other,15,0.000615963304881
male,49,0.0009685239056125
male,44,0.0008284978102892
male,30,0.0009213589946739
other,22,0.000941491802223
male,44,0.0027030420023947
other,22,0.0006789060425944
other,20,0.0004777092544827
other,21,0.0006029690266586
female,20,0.0005597053095698
other,17,0.0005430466262623
female,20,0.007845445536077
other,24,0.0044557368382811
male,69,0.0027934412937611
male,23,0.0017857559723779
other,22,0.0009476655395701
male,44,0.0004098735225852
other,12,0.0050153476186096
other,12,0.023736584931612
female,12,0.0004138970689382
male,21,0.0006545546930283
other,21,0.0020753527060151
other,13,0.0024954846594482
other,16,0.0226417165249586
other,18,0.0005174793186597
other,12,0.0012486308114603
male,13,0.0051929880864918
other,19,0.0006051426753401
male,21,0.0013370227534323
female,21,0.0007715435349382
male,21,0.0010963816894218
male,21,0.0006808576290495
male,36,0.0004551629535853
other,22,0.0007181943510659
female,21,0.0011214398546144
other,30,0.0013012294657528
male,22,0.0007543740794062
other,13,0.0127121051773428
female,20,0.0007204843568615
male,33,0.0004351851821411
male,21,0.0007243051077239
other,20,0.0135017689317464
other,18,0.0004159368399996
other,12,0.0005715613369829
other,18,0.0007825677166692
other,20,0.0004974151961505
other,22,0.0006733724148944
other,19,0.001129301963374
other,37,0.008315447717905
male,36,0.0004948739078827
female,22,0.0013328861678019
male,44,0.0006943613989278
other,20,0.0004768289800267
other,12,0.0007388526573777
other,12,0.0043831979855895
female,55,0.0015498985303565
other,21,0.0010857271263375
other,38,0.0164356380701065
female,21,0.0082804895937442
other,21,0.0051272716373205
other,21,0.0029063979163765
other,52,0.0016819678712636
other,74,0.0008590139332227
female,22,0.0007775578997097
other,19,0.0007158939260989
other,17,0.0006862407899461
other,21,0.0017846656264737
male,25,0.0014037550427019
other,19,0.0013466874370351
other,24,0.0005589434877038
male,21,0.0004351943498477
other,12,0.0006155555020086
other,23,0.0007550716982223
other,23,0.0005854216287843
other,12,0.0019321413710713
female,42,0.0156462639570236
other,22,0.0005130610079504
male,23,0.0006158805917948
male,23,0.0011286363005638
other,12,0.0008599282591603
female,21,0.0266896598041057
other,19,0.0078268349170684
male,54,0.0005715735605917
other,26,0.0013736187247559
other,31,0.0004569679731503
male,22,0.0009979967726394
male,61,0.0009120830800384
other,13,0.0081623764708638
male,20,0.0012167657259851
other,20,0.0014020041562616
other,12,0.0017119265394285
male,12,0.0017473864136263
female,55,0.0009653198649175
male,21,0.0014609019272029
other,24,0.0010994671611115
other,23,0.0004418830503709
other,23,0.0004220902046654
male,34,0.0004129492153879
female,12,0.0053988699801266
other,18,0.0007639006362296
other,16,0.0007666382589377
other,12,0.0012100373860448
male,44,0.0025850674137473
other,18,0.0155530348420143
male,23,0.0156907644122838
other,16,0.0006368621834553
other,32,0.0168582089245319
male,34,0.0025060437619686
female,12,0.0004904069937765
female,38,0.0004317380662541
other,12,0.0014145742170512
other,22,0.0004244929004926
other,12,0.0009925469057634
female,20,0.0111187929287552
female,21,0.0004770362866111
male,54,0.0007975389016792
other,19,0.0038172074127942
other,23,0.0005459545063786
other,20,0.0009406292228959
other,26,0.0011962798889726
male,12,0.0071194665506482
other,19,0.0004710513167083
female,20,0.0012794305803254
male,44,0.0008627351489849
male,21,0.0047302925959229
female,21,0.0072483317926526
other,20,0.0016655963845551
other,21,0.0052860504947602
other,23,0.0003906802157871
other,18,0.000442231510533
male,19,0.0006228288984857
other,19,0.0006611027056351
other,15,0.0051778606139123
male,45,0.0005748034454882
other,13,0.0020740663167089
male,44,0.0004364152846392
male,44,0.0004138875810895
other,20,0.0005593786481767
other,27,0.0005174070829525
other,20,0.0003999101463705
other,13,0.0013047930551692
other,19,0.0048063322901725
other,50,0.0009611616260372
male,36,0.0005082514835521
male,24,0.0003988393873441
other,19,0.0005179299041628
other,39,0.0006180450436659
male,20,0.0010257726535201
male,30,0.0005834344192408
male,30,0.0015602145576849
other,63,0.0004329231160227
male,21,0.0007413105340674
other,18,0.0005020532989874
other,37,0.005093874875456
other,19,0.0004381750477477
male,44,0.000548075302504
other,17,0.0004819900495931
other,12,0.0006615426391363
other,12,0.0004812385013792
other,18,0.0004094283212907
male,44,0.0073630786500871
male,31,0.000549562217202
male,40,0.0004326232010498
other,44,0.0004308604984544
other,23,0.0004213384527247
female,52,0.0006545668002218
male,21,0.0005562314763665
female,20,0.0015474881511181
female,12,0.0070198215544223
other,19,0.0005772179574705
male,21,0.0005266469670459
other,19,0.0040122857317328
male,26,0.0096843922510743
other,25,0.0030784416012465
other,22,0.0006392090581357
other,25,0.0109563423320651
female,20,0.0069700861349701
male,44,0.0004125260747969
other,19,0.0015049378853291
male,21,0.0008182859746739
other,21,0.0006048416835255
other,19,0.0007330350927077
other,24,0.0004832865088246
female,12,0.0003934062260668
other,28,0.0004213384527247
male,30,0.0005298652104102
other,21,0.0035705140326172
male,45,0.0014231102541089
male,31,0.0007164323469623
male,25,0.0012613042490556
other,31,0.001116749132052
male,20,0.0006275058840401
other,20,0.0007429088582284
male,26,0.0005833897157572
other,12,0.0039661205373704
other,22,0.0029580518603324
male,12,0.0004554428742267
male,44,0.000446316844318
male,36,0.0004404989886097
male,44,0.00062998192152
other,44,0.0004802042967639
male,23,0.0015861124265938
other,29,0.0007291224901564
male,33,0.0004700891440734
male,22,0.0049230665899813
other,22,0.0032267023343592
other,20,0.0008236454450525
other,43,0.0004466960963327
other,12,0.0113820154219865
male,21,0.0007372181280516
other,37,0.0011042288970202
female,20,0.0005285529186949
other,44,0.0008318412583321
other,37,0.0006891913944855
male,24,0.001075102831237
other,13,0.0005715613369829
male,17,0.000588932307437
other,47,0.0004047788679599
other,20,0.0004697467084042
male,22,0.0009114444837905
male,40,0.0011011358583346
male,21,0.0012658818159252
other,32,0.0052017723210155
other,21,0.0006540262256748
other,23,0.0095678362995386
male,24,0.0242735501378774
other,21,0.0007559324149042
other,17,0.0121144847944378
other,20,0.0007918649935163
male,34,0.0008600065484642
male,20,0.0025071024429053
other,22,0.000874335237313
female,12,0.0034779924899339
other,20,0.001623282325454
male,21,0.0018752018222585
male,22,0.0007314601098187
female,21,0.0107113579288125
male,23,0.0250602383166551
male,44,0.0004972426104359
other,29,0.0015672096051275
male,46,0.0003966924268752
male,26,0.0008722121128812
male,26,0.0006101941107772
male,60,0.0005522983265109
other,21,0.0014487905427813
male,23,0.0004417404707055
other,20,0.0040541840717196
other,18,0.0033623464405536
other,22,0.0023895679041743
male,30,0.0008561730501241
other,24,0.0006556372391059
other,22,0.0006470481748692
other,23,0.0004206062585581
other,13,0.0009243027307093
other,18,0.0012363865971565
male,23,0.0004941341467201
other,20,0.0005495373043231
other,18,0.0005570793291553
other,22,0.0020435426849871
other,19,0.0038659758865833
other,12,0.0009278339566662
other,25,0.0032907656859606
other,20,0.0003895047120749
other,23,0.0004959205980412
other,13,0.0028960164636373
other,21,0.0007214022334665
other,20,0.0007253605872392
male,23,0.0066657066345214
other,49,0.0009774323552846
other,40,0.0015089522348716
female,47,0.0209502112120389
other,20,0.0006372713833115
female,12,0.0005023390986025
male,34,0.0004894130397588
other,19,0.0005479018436744
other,22,0.0007600717362947
other,19,0.0004833090933971
other,25,0.0026957211084663
female,22,0.0125359334051609
other,17,0.0004770437953993
other,12,0.0007275496027432
other,14,0.0006040412117727
other,20,0.0010793574620038
other,21,0.0011755750747397
female,22,0.0019833340775221
male,24,0.0004086435656063
other,17,0.0026307143270969
female,38,0.0047522559762001
male,21,0.0004170413594692
other,22,0.0004044668166898
other,19,0.0058312467299401
other,63,0.0004930054419673
female,20,0.0068806647323071
male,54,0.0010429810499772
other,20,0.0007820018799975
other,21,0.0004632639465853
male,40,0.0004128846921958
other,21,0.0018783746054396
other,21,0.0036808201111853
male,23,0.0004187382000964
male,49,0.0059635895304381
other,52,0.0004725241451524
male,44,0.0031952762510627
other,19,0.0011694355634972
other,50,0.0014652090612798
other,21,0.0004303732421249
other,31,0.0011712270788848
male,34,0.0008553845691494
male,44,0.0005152023513801
female,21,0.0133869526907801
other,49,0.0008037764346227
other,24,0.0032755737192928
other,19,0.0009656992624513
other,23,0.0004192112537566
other,62,0.0011374078458175
other,21,0.0005707289674319
other,37,0.0079789273440837
other,12,0.0018418895779177
other,21,0.0009444913011975
other,21,0.0099002374336123
female,59,0.0004136594070587
female,36,0.0048793405294418
other,13,0.0017758538015186
female,21,0.0005712285637855
other,20,0.0004286180483177
other,18,0.0009016073890961
other,23,0.0005180868902243
male,21,0.0007210705662146
other,25,0.0008478023810312
male,22,0.0006155581213533
other,12,0.0011549850460141
other,20,0.0020801539067178
other,31,0.0196967329829931
male,34,0.0004656989185605
other,23,0.0006192537839524
